Gene,P0.05,P0.11,P0.16,p0.22,P0.30,C0.05,C0.11,C0.16,C0.22,C0.30,N0.05,N0.11,N0.16,N0.22,N0.30,L0.05,L0.11,L0.16,L0.22,L0.30,U0.05,U0.11,U0.16,U0.22,U0.30
YBR177C,0.41980273,0.585095114,0.65821955,0.583320753,0.377982763,-0.603100825,-0.538070477,-0.057745101,0.468239894,0.445384072,0.428547806,0.768906235,0.660944442,0.186256352,0.193581179,0.722625872,0.530899009,0.236566821,0.059215341,0.266637461,1.184142047,0.447255585,0.113064069,0.285823153,0.895904317
YBR189W,0.116290288,0.755936618,1.051989706,1.504351538,1.876967874,1.34048988,1.431968887,1.469416833,1.619678286,1.939747279,1.202909287,1.197426493,1.304225387,1.726517332,1.952087999,1.614152758,1.457024295,1.663943522,1.77249116,1.938532517,0.468119008,1.016683044,1.436358444,1.667460227,1.850528196
YBR191W,0.095418669,0.767652718,1.056481981,1.469259566,1.888850237,1.162422184,1.214049359,1.276042841,1.488775068,1.771819951,1.24123198,1.170407226,1.256028284,1.679049298,1.780817562,1.582868765,1.520201285,1.621881597,1.822828212,1.782208823,0.393743226,0.959185094,1.305334428,1.428165773,1.743408665
YBR196C,-0.004075338,-0.349470151,-0.364658575,-0.560601714,-0.878634503,-1.063554998,-1.261593112,-1.183135669,-1.257383813,-1.576042241,-1.347690075,-1.381032386,-1.308668485,-1.288729577,-1.211975885,-1.119786741,-0.955014667,-0.983807376,-0.917343801,-0.891313329,-0.51924463,-0.669566923,-0.657889369,-0.834778371,-1.075026666
YBR208C,-0.107317672,0.031000426,-0.338734117,0.190499034,-0.059263336,-1.005265569,-0.449631732,-1.183861866,-0.833967097,0.0344333,1.672737598,1.301583179,1.176178767,0.967827865,1.068291351,-0.92193771,-0.540493136,-0.596144774,-0.288842748,-0.112749683,0.120939702,0.458729888,0.290400058,0.842366702,1.334707616
YBR214W,-0.243777957,-0.400524451,-0.550436508,-0.79242816,-1.4650684,0.360090319,0.445623111,-0.137126536,-0.758425488,-0.780944187,0.339856621,-0.141473922,-0.152475538,-0.773066501,-1.027109666,-1.139316382,-1.20623373,-1.552100131,-1.223267514,-1.995550908,0.001687218,-0.202028965,-1.097355482,-1.113978187,-1.062611395
YBR218C,0.00839029,-0.117818903,-0.450124426,-0.361023877,-0.157807509,-0.27419855,-0.043537978,0.011716745,0.360673042,0.296890728,-0.374108318,0.0052279,-0.074661842,-0.063436656,0.039895798,0.41245403,0.24036358,0.01146402,-0.138803981,-0.392967691,0.403458214,1.118030553,0.465216639,0.353961224,0.277110255
YBR221C,-0.089461925,-0.300771525,-0.255411886,-0.236236598,-0.200978097,-0.227484423,-0.161645376,-0.16769929,-0.248285211,-0.293979882,-0.496558385,-0.1608228,-0.354435625,-0.377567384,-0.29986852,0.489249983,0.195784614,0.087486809,-0.221589353,-0.5619668,-0.024146682,0.005190868,-0.243441852,-0.209598501,-0.177795646
YBR222C,-0.385507946,-0.291636223,-0.24673985,-0.257253555,-0.174283577,0.016439885,0.853895161,0.385998685,-0.279098651,-0.686538939,-0.44589953,-0.496768876,-0.897272874,-1.11495627,-0.87413518,-0.404871153,-0.754824661,-1.027205043,-0.224148739,-0.449698444,-1.2790464,0.096234716,-0.022826428,-0.533037981,-0.345786487
YBR229C,-1.275181724,-0.440986348,-0.233706497,-0.640625884,-0.319301014,0.00189328,-0.219490438,-0.358750363,-0.474893129,-0.703047625,0.276323368,0.121333498,0.042350546,-0.02068727,-0.263879712,-0.375787721,-1.228007755,-0.905060259,-0.603955434,-0.72029954,-0.458320257,-0.484216384,-1.376473292,-0.817527025,-0.493651257
YBR234C,0.156646472,-0.169450638,-0.561660237,-0.318723882,-0.862314757,0.111349481,-0.075651808,0.072097693,-0.209782284,-0.400661175,-0.092252372,-0.25706557,-0.254293485,-0.51843923,-0.743096686,-0.401684273,-0.451407135,-0.731396231,-0.687528259,-0.760583452,0.501562731,0.077958069,-0.82790159,-0.561509347,-1.110911534
YBR245C,-0.024644608,0.007458295,-0.063238874,0.018691128,-0.214317223,0.107864952,-0.007196326,0.030010971,-0.098532159,-0.333160964,0.375724447,0.072671028,0.29378302,0.333709161,0.109071721,-0.015966829,0.057283236,0.107507251,0.04768967,0.201656605,-0.010616988,-0.08636563,-0.053988289,0.140117628,0.070021603
YBR248C,-0.114729696,-0.195418199,-0.121786914,0.189312024,0.18979461,-0.149255223,-0.102930629,-0.132422675,-0.344679646,-0.207542026,-0.231810601,-0.171608047,0.078651439,0.086015076,0.117197245,1.247278325,1.071019718,0.984681732,0.705403135,0.169607585,-0.180781276,0.380484435,0.378819973,0.298451369,0.024144407
YBR249C,-0.002721202,-0.322385287,-0.250709058,-0.124497442,-0.387269296,-0.918981058,-0.760704073,-0.899124387,-1.045005206,-1.148929487,-1.430592588,-1.324083348,-1.240608786,-0.987195775,-0.754064362,1.042496106,0.798118532,0.739447889,0.172292961,-0.656391813,-1.486270004,-0.790549529,-0.821556126,-0.982865585,-1.024053048
YBR252W,-0.191580979,-0.172819514,-0.073345298,-0.038932414,-0.268656944,-0.416307432,-0.38134304,-0.283244601,-0.682296758,-0.708121764,-0.211302873,-0.714399896,-0.807895701,-1.427350544,-0.519723948,-0.026582453,1.650684624,-0.650615714,-0.209139629,2.538394343,-0.214053443,-0.367591576,-0.643209592,-0.42851833,0.286371903
YBR256C,0.115212591,-0.275429207,-0.521187445,-0.347918309,-0.738860203,-0.253666614,0.128342679,-0.671187129,-0.955609867,-0.736778696,-0.39041645,-0.520845137,-0.798277217,-0.87384,-0.873651742,1.879724323,1.098896589,0.857453575,0.32128783,-1.005101394,0.067432726,-0.097056577,-0.286958741,-0.427591158,-0.817142464
YBR263W,-0.043327371,-0.002496368,-0.056709604,-0.10088638,-0.066992083,0.385993984,0.160405958,0.192510064,-0.067698983,-0.080053469,0.070459659,0.046259491,0.2076285,0.324654182,-0.016723234,0.001898125,0.02316244,-0.05869183,-0.22484747,0.019817853,0.071351333,-0.064621848,0.295227787,0.093952076,-0.049456183
YBR283C,0.165471589,0.332447138,0.430351343,0.595753374,0.658206564,0.611200581,0.252813874,0.408589034,0.571618682,0.641568605,0.504533484,0.576959571,0.595075111,0.76285103,0.661548353,0.24991058,0.294903955,0.425842415,0.429572414,0.414345031,0.018494309,0.185537025,0.411680532,0.505437114,0.691700226
YBR286W,-0.05536318,-0.280716365,-0.268039145,-0.260566857,-0.416869524,0.049356655,-0.000593077,-0.344524627,-0.404855484,-0.41279021,0.482188748,0.256464504,0.197801591,-0.209445145,-0.245409238,-0.631074254,-0.536050711,-0.521713356,-0.384489431,-0.344597636,-0.241070168,-0.370325131,-0.025191303,-0.214498541,-0.206816734
YBR291C,0.145362006,0.503555916,0.995969945,1.11502607,1.331618782,0.444829875,1.232296923,1.064146707,1.480346107,1.130859568,-0.074218448,0.472702862,0.540354897,1.170067265,1.123352781,0.306510256,0.891995142,1.429719214,1.062202998,1.062609973,0.299648191,-0.124239633,-0.0147697,0.482780695,0.961309884
YBR296C,0.361295168,0.409739698,0.517878748,0.978204874,-0.409893362,-3.28791924,-0.285843511,-1.12120363,-1.16762705,-1.12646252,-0.547240119,-1.953945297,0.868944168,-3.976836341,-3.352135614,-0.457203715,-1.482589633,-0.081966717,0.567490046,-0.271222197,0.129411042,-0.204166813,0.747400343,-0.263007261,-2.278449777
YCL009C,-0.054147683,-0.165476572,-0.177181705,0.097407355,0.098502587,0.090307744,0.09510038,-0.02486784,-0.160945333,-0.326727085,-0.299393278,-0.138380151,-0.1679559,-0.120867007,-0.177298823,1.133305565,0.984589942,0.786006591,0.391364763,-0.0922621,-0.342776653,0.105523151,0.087839539,-0.070766461,-0.452200061
YCL017C,-0.005254576,-0.195295139,-0.341416678,-0.250247033,-0.553339624,-0.579801883,-0.324601814,-0.368132501,1.114421799,-0.342191822,0.794137731,0.495917945,0.464844946,-0.292269955,-0.431922159,0.340739775,0.530786354,0.070489727,0.042663314,-0.354026696,0.087759343,-0.281066507,-0.191597169,-0.456670041,-0.236456933
YCL018W,-0.137651435,-0.246012831,-0.232007891,-0.22196541,-0.078838832,0.166196212,-0.046971637,-0.180637499,-0.334308779,-0.53113756,0.002019678,-0.168612861,-0.198163271,-0.326486048,-0.187926854,-0.689331983,-0.298059393,-0.164090759,0.090748907,-0.796889202,-0.107057001,0.106944883,-0.277036153,-0.102891009,-0.194139526
YCL026C-B,0.244749143,0.442507702,-0.160826994,0.454967565,0.961653822,1.758946386,3.939356963,3.056211559,1.3973268,2.242091326,1.220062094,0.838050123,1.411516085,0.715454321,2.370587191,1.553554516,0.904474662,1.064092949,1.68246751,1.387821118,1.2819287,3.222146063,3.018008809,2.349900725,2.178903062
YCL030C,-0.003348768,-0.106033297,-0.07040082,0.132384715,0.211764073,-1.189105034,-0.907895034,-0.810161906,-0.473002466,-0.438013618,-1.066862516,-0.66500991,-0.467984774,-0.259310936,-0.003107103,1.301022066,1.0124581,1.022962892,0.603857958,0.132555309,-0.395325945,0.356257757,0.559982105,0.190858986,-0.133116925
YCL034W,-1.255239931,-2.253761715,-1.794557091,0.482721318,-2.637886082,0.400898283,0.411109458,0.40677351,0.405036199,0.61787367,0.748356711,1.271006422,0.878036934,0.400925573,-0.816422581,0.37818256,-0.174660164,-5.53515609,-0.321857032,0.07442177,-3.905158825,-0.045132096,-0.005951876,0.229426701,-1.044936933
YCL035C,-0.039698063,-0.196252549,-0.421269382,-0.626722087,-1.221853502,-0.285963264,-0.7008789,-0.851239053,-0.830650017,-0.923860383,0.188570126,-0.386134281,-0.435472886,-0.674269634,-0.832912765,-0.598969589,-1.21810326,-1.296806947,-1.314825,-1.569710445,0.030394342,-0.648096904,-0.671560254,-1.154129469,-0.846222334
YCL040W,-0.127483204,-0.284953051,-0.529111564,-0.769669611,-1.470952563,1.296443064,1.270750447,0.791782402,0.923108993,0.39234502,0.150579989,-0.09583701,-0.223725467,-0.820789745,-0.85451992,-1.574372007,-1.408843908,-1.674037588,-1.39095035,-1.469485516,0.230806461,-0.153303361,-1.161450282,-0.905604379,-0.477722512
YCL043C,0.044186643,0.089900658,0.106556276,0.115975845,0.053687702,0.151626697,0.065972309,0.186040373,0.080102472,0.046816903,-0.317399915,-0.333994884,-0.2592261,0.077433716,0.103765082,-0.598857317,-0.305999768,-0.301242215,-0.248706315,-0.112669095,0.221611736,0.017241364,-0.185365476,-0.06931807,0.650331599
YCL045C,0.525457792,0.278915134,1.834323485,0.505657194,0.902483981,-0.271558787,-0.335006793,0.039871704,-0.034106407,1.079424988,-0.321596958,-0.132844551,0.00822764,-0.14190583,0.056107162,-0.522643755,0.299194403,-0.013678784,0.138105872,0.048020497,-0.628538998,-0.337150578,-0.535395835,0.078469695,-0.355682932
YCL050C,0.155628195,-0.101351941,0.051331294,0.265402004,0.219986232,-0.778401691,-0.377491645,-0.465489421,-0.596382622,0.960221662,-0.600153499,-0.276048864,-0.089431839,-0.555683664,-0.176472673,0.206058588,0.32516735,0.229231122,0.308130925,0.440268774,0.301775968,0.399650732,0.187700708,0.290252002,0.194700473
YCL057C-A,0.327365831,0.28914444,-0.381311267,-0.530902158,-0.38241218,0.640869114,0.569284084,0.436580229,0.845780948,0.321745396,-0.402715588,-1.046304536,-1.215289769,-0.970543056,-1.09601381,-0.416563479,-0.513114457,-1.236823345,-0.369165478,-0.515517579,-0.816774068,-1.010179531,-1.293756897,-1.414844654,-0.245887327
YCL057W,-0.192608756,0.205643847,0.044745622,-0.278558165,-0.404148304,-0.01942705,-0.211192094,0.171926193,0.36610777,0.223443656,-0.433308582,-0.101501964,-0.268678104,0.075720733,0.012002292,-0.531780339,-0.423637543,-0.29232893,-0.423816883,-0.45761838,0.127823139,0.020734822,-0.180483626,-0.02829403,-0.309830917
YCR002C,-0.01124356,0.098010979,0.034126958,-0.135368104,-0.361045528,-0.241258681,-0.042650036,-0.067278126,-0.163556371,-0.306236918,0.029325182,0.365164505,0.545547188,0.334356914,-0.125960291,-0.315233032,-0.033429541,-0.128403675,-0.405724393,-0.303729418,-0.309203674,-0.287909207,-0.612465253,-0.274350896,-0.488778362
YCR004C,0.094591656,-0.042864042,-0.104260159,-0.138917911,-0.279953822,0.793826384,0.795846044,0.61801606,0.148121779,-0.003822539,0.448615865,0.365434015,0.305077727,-0.087415356,0.061482209,-0.302092842,-0.167572325,-0.349424877,-0.322457255,-0.283658342,-0.13112247,0.033848327,-0.271887125,-0.45435208,-0.179928288
YCR005C,-0.239139301,0.029488768,0.327513393,0.181495827,-1.071411499,1.346077157,0.98312717,1.51790033,1.26950291,0.580175585,-1.132084183,-1.746507571,-1.809082395,-1.000796755,-0.07698522,0.662943647,-0.125752899,-1.333832565,-0.080276207,-0.256171878,0.511445028,0.787025882,0.128125498,0.581446024,0.214514431
YCR009C,0.082022269,0.044887949,0.061778136,0.094551674,-0.141214143,-0.085296821,-0.148734825,-0.296382368,-0.278298024,-0.25563014,0.526025153,0.402623738,0.655767846,3.590586603,0.057676488,-0.106429527,0.220953442,-0.044648666,-0.094127315,0.027711076,0.351618106,0.027832005,0.074997755,-0.153764756,0.126971475
YCR011C,0.061614072,-0.267419234,-0.362438943,-0.699855888,-0.218962772,-0.551028625,-1.102279662,-1.18812875,-1.318264644,-1.222485949,0.128383611,-0.193013434,-0.525300992,-0.438263501,-0.646895552,-1.135155429,-1.105465921,-0.879855105,-0.980427429,-1.112515688,-1.089427587,-0.874683478,-1.279637711,-0.770294,-0.861048451
YCR012W,-0.029730743,-0.543243692,-0.623482061,-1.023646716,-1.174136863,-1.445920235,-1.769921856,-1.918270754,-1.810121099,-2.113625664,-1.239059843,-1.677631234,-1.687799621,-1.748850118,-1.415447284,-1.376061939,-1.190316042,-1.227440644,-1.218761726,-1.311256635,-1.244164706,-1.445991895,-1.881773848,-1.603265992,-1.364285308
YCR028C-A,0.114383579,0.152240676,0.068589635,0.015257448,0.083896056,1.205790864,1.028412194,0.638962105,0.468414938,0.109006758,0.881841275,0.715528877,0.586988236,-0.046454873,0.019065226,0.308533394,0.017993073,-0.019432457,-0.021757394,-0.249751668,-0.353201276,-0.32454251,-0.142187228,-0.299183738,-0.136871477
YCR030C,-0.422561069,-0.400156345,-0.640187879,-0.872499874,-0.753303921,0.399753203,0.043143238,-0.217906703,-0.219921899,-0.13264752,0.702738119,0.369679899,0.291782351,-0.219226473,-0.461282785,0.196356356,-0.187316802,-0.295687702,-0.389012152,-0.29167392,-0.611012057,-0.215437192,-0.05428147,-0.447532212,-0.3158851
YCR053W,-0.070265013,0.055753083,0.16872426,0.053837657,0.075042148,-0.426815322,-0.278314884,-0.293400927,-0.351330855,-0.346046107,-0.584111617,-0.477787334,-0.327727119,-0.296127465,-0.164275126,0.743509653,0.511063953,0.481735709,0.295686133,0.100921305,0.041403821,0.119015146,0.400540103,0.002549652,-0.138831053
YCR077C,0.172756314,-0.470591114,-1.043218876,-0.947758944,-1.05986329,0.029526067,-0.419337561,-1.004503128,-0.73189307,-0.925545129,0.541949346,-0.270927963,-0.080357104,-0.931803166,-1.177151507,-1.144307221,-0.426203489,-1.042095988,-1.111166054,-1.115899543,0.991652875,0.208871266,-0.557941046,-0.957375954,-0.461696461
YCR083W,-0.226491733,-0.865538643,-0.778781459,-1.028690013,-1.155223998,0.052989244,-0.187121786,-0.614110803,-0.683920417,-1.324597405,0.04918059,-0.661753125,-1.11040098,-1.749232497,-1.327342764,-0.684715284,-1.392931757,-1.825512284,-1.67769439,-2.168545798,-0.680405777,-1.727291887,-1.309880639,-2.343307408,-1.387162159
YCR084C,-0.528673643,-0.346483679,-0.591329251,-0.947753957,-0.564553541,-0.172910419,-0.016551576,0.054784509,-0.204482695,-0.264662772,0.195977612,0.465777033,0.521297392,-0.24304705,-0.295041392,-0.134293717,0.037094268,-0.107614439,-0.066006509,-0.00867821,-1.10190814,-0.25943348,-0.632439303,-0.524374537,-0.45771757
YCR088W,-0.058762718,0.000492297,0.044516844,-0.058649307,-0.4094641,-0.011507638,-0.043783739,0.156621285,0.056064641,-0.079344741,-0.066429721,-0.012013201,0.223069488,0.109945501,-0.2220502,-0.579835363,-0.181357463,-0.343440359,-0.336408986,-0.191863928,0.077174051,0.053256821,0.004632594,-0.249078115,-0.31192368
YCR093W,0.361633169,0.46693524,0.933501899,0.275246218,0.456078282,0.182461569,0.137929089,0.105113242,0.039118777,0.100055628,0.417092716,0.661088828,0.439956809,0.193562617,0.27718573,-0.32371285,0.185639378,0.14287829,0.122873036,-0.007627528,-0.430659713,0.190112748,-0.038498542,-0.640832281,0.175581481
YDL004W,0.082352322,0.116509381,-0.144260512,-0.401922539,-1.230166857,0.476663098,0.549385685,0.741619903,1.079201144,0.352935298,-0.414346114,-0.581779932,-0.581340083,-1.08983281,-1.437713228,-0.171642369,-0.865557122,-1.400265039,-1.162857967,-1.442878694,-0.063249314,-0.48555728,-0.751869222,-1.001719108,-1.315921708
YDL007W,0.113966818,0.195781714,0.173274431,0.204967216,0.551780971,0.228342928,0.050038204,0.187158444,0.113152728,0.346050273,0.457021641,0.482132382,0.439082205,0.386449583,0.478669675,0.258263951,-0.0219263,0.084968548,0.131540959,0.215929275,-0.570986893,0.178264753,0.342548834,0.262186954,0.458770509
YDL014W,-0.124163998,0.089045543,0.096360302,0.286761783,0.336695358,-0.252857098,0.015402937,0.077405522,0.037901862,0.089581914,-0.385588141,-0.470669186,-0.322876024,0.152323573,0.216449655,0.33714501,0.343238938,0.369730921,0.302305868,0.507468743,-0.403641938,-0.291370375,0.023674311,0.191591628,0.053209188
YDL021W,0.045276974,-0.804403049,-1.168150543,-1.308614461,-2.064166957,-1.260164367,-1.709893626,-2.224462791,-2.272086433,-0.498334687,-0.877033668,-1.282690169,-1.865329944,-1.753032138,-2.524671755,-2.027936184,-2.100765261,-1.57063174,-0.778738355,-1.327704008,-1.69536723,-1.71076055,-2.128917134,-2.048257904,-1.999534699
YDL022W,-0.129076271,-0.228420661,-0.410178318,-0.625416,-1.3073631,-0.357289081,-0.641239738,-1.002846968,-0.854235915,-1.187425716,-0.11892608,-0.665593478,-0.80140674,-1.283636737,-1.239064289,-1.777887046,-1.752868164,-1.866146836,-1.479000303,-1.355694895,0.426565508,-0.362303524,-0.731858859,-0.813260964,-0.755228389
YDL029W,-0.118469936,-0.365693636,-0.206125396,-0.324848278,-0.368745933,0.190589267,-0.138190253,-0.020010026,-0.393429376,-0.455311126,0.036743824,-0.057810206,-0.128112914,-0.222371027,-0.265544859,-0.09712631,-0.259908528,-0.300869197,-0.362151936,-0.214338752,-0.109757329,-0.006524609,-0.66056352,-0.35017308,-0.560530767
YDL040C,0.091266258,0.277630419,0.21695085,0.218076233,0.261325225,-0.019086268,0.072773618,0.04946261,-0.067435128,-0.035620457,0.045252941,0.143177437,0.171316911,0.047115936,0.245626033,-1.927657787,0.55155731,-1.129264328,0.463787856,0.71766694,-0.270439728,0.301109494,0.572657142,0.456295161,0.237138994
YDL051W,0.155948764,-0.001410168,0.006455525,-0.130975153,-0.099108905,-0.089236122,-0.147900653,-0.084030012,-0.195044391,-0.151939301,0.047025938,0.106074579,0.082770718,0.086915942,0.016135178,0.37426799,0.069645879,0.093813684,0.31357194,0.120133951,-0.01228943,0.034672537,-0.158557705,-0.058927293,-0.125083577
YDL052C,0.017831709,-0.000808407,-0.078478963,-0.171057415,-0.144390206,-0.495824061,-0.465098016,-0.174723569,-0.229037308,-0.342730254,-0.603826312,-0.565763994,-0.432874479,-0.187992122,-0.166899617,-0.671101687,-0.087244386,-0.320900656,-0.133325295,-0.053129427,-0.628084846,-0.32535171,-0.682399621,-0.363602989,-0.096345094
YDL055C,0.008721183,0.162735695,0.276085813,0.339373374,0.201869343,-0.076688241,0.253580645,0.16835342,0.50297174,0.384411679,-0.074538309,0.378527603,0.46731185,0.048676307,0.17880126,-0.473163272,-0.1024311,-0.0988717,0.080477981,0.442132175,-0.984470258,-0.314068294,-0.3584885,-0.106652216,0.150300596
YDL060W,0.153954292,0.324046436,0.619237391,0.43195644,0.395426247,-0.20486731,0.124643697,-0.040442777,0.012179165,0.043158656,-0.822184129,-0.295603928,0.238789186,0.163080564,0.428830216,0.476013927,0.132150222,0.291822164,0.388239153,0.423784627,-0.242936559,-0.209735501,0.295458488,0.247584188,0.201341471
YDL061C,0.184030082,7.428742248,1.682599462,1.461985605,2.198410828,1.389718812,1.267873224,1.135855683,1.445767052,1.701243588,1.544656186,1.340932381,1.132742837,1.565555742,1.620383092,1.783493378,1.364795551,1.582789715,1.648300349,1.782142217,0.403569748,0.927862007,1.057349507,1.54294116,2.016224455
