Metabolites,ion,name,feature,coef,coef (abs),cor,pval,fdr
2-Oxoadipate,159.03,ACE2,YLR131C,-0.001492996,0.001492996,0.169870548,0.500385198,0.567162582
Xanthine,151.03,SKN7,YHR206W,-0.001482458,0.001482458,-0.097652377,0.69987881,0.745938877
Xanthine,151.03,MBP1,YDL056W,-0.001431806,0.001431806,-0.291270824,0.240921895,0.316427314
NAD,662.1,TEC1,YBR083W,-0.00140947,0.00140947,-0.898418063,4.13E-07,1.14E-05
L-Proline,114.06,AZF1,YOR113W,0.00140072,0.00140072,0.778584698,0.000141082,0.000761603
Deoxycytidine,226.08,ABF1,YKL112W,-0.00138123,0.00138123,0.602301383,0.008166238,0.019854556
Pyruvate,87.01,RPN4,YDL020C,0.001380905,0.001380905,0.64037955,0.004197478,0.011883527
Fumarate,115,ABF1,YKL112W,0.001377231,0.001377231,-0.663070853,0.002705111,0.008205502
2-Oxoadipate,159.03,MET32,YDR253C,0.001370148,0.001370148,-0.156441392,0.535316367,0.600345996
L-Proline,114.06,MBP1,YDL056W,0.00136179,0.00136179,0.824305944,2.59E-05,0.000210502
gamma-Amino-gamma-cyanobutanoate,127.05,YHP1,YDR451C,-0.00136132,0.00136132,-0.7977252,7.31E-05,0.000466904
NAD,662.1,PHO2,YDL106C,-0.001355413,0.001355413,-0.797276082,7.42E-05,0.000472957
O-Phospho-L-serine,184,GAT1,YFL021W,-0.001343027,0.001343027,0.23295877,0.352219014,0.424930893
"But-1-ene-1,2,4-tricarboxylate",187.02,GAT1,YFL021W,-0.001334566,0.001334566,-0.44578009,0.063721873,0.105889131
Xanthosine 5-phosphate,363.03,BAS1,YKR099W,0.001310691,0.001310691,0.133365282,0.59780012,0.653544639
Fumarate,115,DAL82,YNL314W,-0.001307844,0.001307844,0.214139741,0.39351697,0.466797597
Hypoxanthine,135.03,ADR1,YDR216W,-0.001290716,0.001290716,0.007391629,0.976777797,0.979854263
Xanthosine 5-phosphate,363.03,PHD1,YKL043W,-0.00128655,0.00128655,-0.382277611,0.117446029,0.17686317
dUDP,387,GCN4,YEL009C,-0.001264367,0.001264367,-0.810125624,4.59E-05,0.00033462
2-Oxoadipate,159.03,YAP5,YIR018W,-0.001264126,0.001264126,-0.075884078,0.764736097,0.80253195
Hypoxanthine,135.03,UGA3,YDL170W,-0.001260268,0.001260268,0.038596657,0.879146254,0.900593808
Xanthosine 5-phosphate,363.03,GAT1,YFL021W,0.001252337,0.001252337,0.303120817,0.221431431,0.296535014
L-Saccharopine,275.12,DAL80,YKR034W,0.0012515,0.0012515,-0.259003406,0.299356092,0.377603626
Dethiobiotin,213.12,STB4,YMR019W,-0.001242931,0.001242931,-0.65090293,0.003438574,0.009986498
NAD,662.1,CIN5,YOR028C,-0.001223119,0.001223119,-0.925184256,3.90E-08,3.39E-06
2-Oxoadipate,159.03,ECM22,YLR228C,-0.001172963,0.001172963,0.268448264,0.281439372,0.35855376
L-Glutamine,145.06,CHA4,YLR098C,-0.001145387,0.001145387,-0.817251503,3.46E-05,0.000262472
L-Citrulline,174.09,UGA3,YDL170W,-0.001139502,0.001139502,-0.518225454,0.027582147,0.052395112
Fumarate,115,SKO1,YNL167C,0.001126781,0.001126781,0.560441219,0.015553473,0.032600766
2-Oxoadipate,159.03,PHO4,YFR034C,-0.001124078,0.001124078,-0.027041964,0.91517651,0.931154689
4-Aminobutanoate,102.06,CBF1,YJR060W,-0.001122131,0.001122131,-0.207807913,0.407982229,0.479492029
Xanthosine 5-phosphate,363.03,HAP1,YLR256W,0.001106277,0.001106277,-0.232542898,0.353103843,0.425729618
4-Aminobutanoate,102.06,YOX1,YML027W,0.001105311,0.001105311,0.308887385,0.212327093,0.285945789
Xanthosine 5-phosphate,363.03,MCM1,YMR043W,-0.001088609,0.001088609,0.466284139,0.051116469,0.087074023
L-Glutamine,145.06,THI2,YBR240C,-0.00106638,0.00106638,-0.616562903,0.006426565,0.016630343
Ornithine,131.08,DAL80,YKR034W,0.001064554,0.001064554,-0.146693154,0.561346363,0.621153967
NAD,662.1,AZF1,YOR113W,-0.001050112,0.001050112,-0.879795964,1.49E-06,2.35E-05
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RDS1,YCR106W,-0.001038148,0.001038148,-0.780542126,0.000132289,0.000730648
Pyruvate,87.01,HAP2,YGL237C,-0.00103485,0.00103485,-0.768098758,0.000197076,0.000988482
Deoxycytidine,226.08,ADR1,YDR216W,0.001031546,0.001031546,-0.41033872,0.090765669,0.141825997
gamma-Amino-gamma-cyanobutanoate,127.05,STB5,YHR178W,-0.001003371,0.001003371,-0.88719074,9.21E-07,1.88E-05
O-Phospho-L-serine,184,CBF1,YJR060W,-0.0009599,0.0009599,-0.464648308,0.052046754,0.088410085
2-Oxoadipate,159.03,NRG1,YDR043C,0.000958642,0.000958642,0.364726558,0.136714629,0.201435356
4-Aminobutanoate,102.06,CRZ1,YNL027W,0.000942669,0.000942669,0.385660769,0.113965491,0.172028478
Xanthine,151.03,SFP1,YLR403W,0.000940474,0.000940474,0.479855165,0.043875202,0.076922486
gamma-Amino-gamma-cyanobutanoate,127.05,SMP1,YBR182C,-0.000935682,0.000935682,0.266149781,0.285737714,0.362820446
Xanthine,151.03,BAS1,YKR099W,0.000935558,0.000935558,0.587443851,0.010363442,0.023923844
Xanthosine 5-phosphate,363.03,CAD1,YDR423C,0.000927819,0.000927819,0.683983548,0.001746149,0.005674985
Fumarate,115,MAC1,YMR021C,0.000917108,0.000917108,0.539798593,0.020763845,0.041462601
L-Proline,114.06,SKO1,YNL167C,0.000905905,0.000905905,0.722251963,0.000711787,0.002615816
Fumarate,115,RLM1,YPL089C,0.000905862,0.000905862,-0.406671608,0.093975738,0.1458876
Xanthine,151.03,PUT3,YKL015W,0.000882602,0.000882602,-0.409526885,0.091469366,0.142575823
NAD,662.1,MET32,YDR253C,0.000875137,0.000875137,0.866026378,3.40E-06,4.08E-05
L-Saccharopine,275.12,ABF1,YKL112W,-0.000870727,0.000870727,0.40933349,0.091637583,0.142721615
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,DAL80,YKR034W,0.00083147,0.00083147,-0.348557655,0.156320289,0.224102079
NAD,662.1,ABF1,YKL112W,0.00082187,0.00082187,0.662096605,0.002758633,0.008334812
4-Aminobutanoate,102.06,HAP4,YKL109W,-0.00080183,0.00080183,0.037305397,0.883162776,0.902526238
L-Citrulline,174.09,FKH1,YIL131C,-0.000784161,0.000784161,-0.725599249,0.000653604,0.002430032
"But-1-ene-1,2,4-tricarboxylate",187.02,SKO1,YNL167C,-0.000776122,0.000776122,-0.701322964,0.00118238,0.004001019
Ornithine,131.08,ABF1,YKL112W,0.000772657,0.000772657,0.682639711,0.001797809,0.005803399
NAD,662.1,BAS1,YKR099W,0.000772649,0.000772649,0.801636814,6.33E-05,0.000421623
Fumarate,115,MSN4,YKL062W,0.000769207,0.000769207,0.725960773,0.000647565,0.002412274
L-Saccharopine,275.12,PDR3,YBL005W,0.000767229,0.000767229,-0.614074965,0.006706198,0.016978764
dUDP,387,SPT23,YKL020C,-0.000766314,0.000766314,-0.891761397,6.71E-07,1.53E-05
Inosine,267.07,HAP1,YLR256W,-0.000754255,0.000754255,0.144735624,0.566639128,0.626647785
NAD,662.1,RPH1,YER169W,-0.000748019,0.000748019,-0.914532837,1.09E-07,4.74E-06
Hypoxanthine,135.03,RDS1,YCR106W,-0.000742806,0.000742806,-0.144525652,0.56720813,0.626914249
Xanthosine 5-phosphate,363.03,RDS1,YCR106W,-0.000740298,0.000740298,0.413031374,0.088459792,0.138790363
L-Citrulline,174.09,CIN5,YOR028C,-0.000739012,0.000739012,-0.798642368,7.07E-05,0.000458821
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,ECM22,YLR228C,-0.000738621,0.000738621,-0.539546777,0.020834929,0.041561116
4-Aminobutanoate,102.06,SKN7,YHR206W,0.000730499,0.000730499,0.070954182,0.779650958,0.816838257
L-Glutamine,145.06,ABF1,YKL112W,-0.000725559,0.000725559,0.774577343,0.000160634,0.000839015
gamma-Amino-gamma-cyanobutanoate,127.05,ECM22,YLR228C,0.000708798,0.000708798,-0.466995272,0.050715991,0.08653416
L-Proline,114.06,ABF1,YKL112W,0.000699454,0.000699454,-0.729038264,0.000598023,0.002263012
Xanthosine 5-phosphate,363.03,CRZ1,YNL027W,0.000683938,0.000683938,0.654741184,0.003191487,0.009426477
L-Proline,114.06,TYE7,YOR344C,-0.000673159,0.000673159,-0.678628266,0.001959588,0.006230903
Hypoxanthine,135.03,NRG1,YDR043C,0.00066339,0.00066339,-0.191535375,0.446437247,0.516742326
2-Oxoadipate,159.03,SKN7,YHR206W,0.000657322,0.000657322,0.102566492,0.685489579,0.733877078
2-Oxoadipate,159.03,LEU3,YLR451W,-0.000654661,0.000654661,-0.118458719,0.639676315,0.69141484
NAD,662.1,HSF1,YGL073W,0.000649858,0.000649858,0.856769011,5.63E-06,6.13E-05
"But-1-ene-1,2,4-tricarboxylate",187.02,MAC1,YMR021C,0.000649594,0.000649594,-0.651557457,0.003395366,0.009891072
Pyruvate,87.01,YOX1,YML027W,0.000645713,0.000645713,0.419033474,0.083473565,0.13205131
Hypoxanthine,135.03,YAP3,YHL009C,0.000621394,0.000621394,0.139083607,0.582040847,0.64071432
4-Aminobutanoate,102.06,YAP5,YIR018W,0.00062039,0.00062039,-0.159348487,0.527661735,0.593153867
Pyruvate,87.01,ARR1,YPR199C,-0.000614608,0.000614608,-0.219269679,0.382006243,0.454271269
dUDP,387,MET32,YDR253C,0.000611245,0.000611245,0.813431204,4.04E-05,0.000301216
Xanthine,151.03,THI2,YBR240C,0.000604127,0.000604127,0.032395835,0.89845817,0.916197205
L-Saccharopine,275.12,SNT2,YGL131C,-0.000603084,0.000603084,-0.001252417,0.996064808,0.996586308
O-Phospho-L-serine,184,THI2,YBR240C,0.000586537,0.000586537,0.49412644,0.037131473,0.067195309
Fumarate,115,HAP2,YGL237C,-0.000572086,0.000572086,-0.626813582,0.005372236,0.014398798
"But-1-ene-1,2,4-tricarboxylate",187.02,HAP4,YKL109W,0.000571782,0.000571782,-0.701993516,0.001164067,0.003951213
4-Aminobutanoate,102.06,PDR1,YGL013C,-0.000566979,0.000566979,-0.151222224,0.549184222,0.613020472
dUDP,387,STB5,YHR178W,-0.000566607,0.000566607,-0.915719785,9.80E-08,4.74E-06
L-Saccharopine,275.12,SWI5,YDR146C,0.00056266,0.00056266,-0.496195396,0.036223945,0.065802243
Xanthine,151.03,RLM1,YPL089C,0.000539178,0.000539178,0.013693739,0.956991861,0.963039203
2-Oxoadipate,159.03,YAP3,YHL009C,-0.00053314,0.00053314,-0.415706522,0.086211372,0.135820224
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RLM1,YPL089C,0.000527724,0.000527724,0.539133703,0.020951946,0.041664068
Deoxycytidine,226.08,GZF3,YJL110C,-0.000527413,0.000527413,-0.112956805,0.655407078,0.705624183
4-Aminobutanoate,102.06,SNT2,YGL131C,-0.000525008,0.000525008,-0.297216093,0.231011575,0.305536831
Ornithine,131.08,MCM1,YMR043W,-0.000519483,0.000519483,-0.242950967,0.331341892,0.405374107
Ornithine,131.08,MBP1,YDL056W,-0.000518416,0.000518416,-0.727542726,0.000621686,0.002338666
Hypoxanthine,135.03,SPT2,YER161C,-0.000501943,0.000501943,-0.102711126,0.685067598,0.733836423
L-Saccharopine,275.12,ARR1,YPR199C,0.000496868,0.000496868,-0.138450531,0.5837769,0.642032555
L-Citrulline,174.09,NRG1,YDR043C,-0.000492551,0.000492551,-0.739351815,0.000454469,0.001855747
Inosine,267.07,BAS1,YKR099W,0.000468165,0.000468165,0.442606408,0.065862949,0.108690929
2-Oxoadipate,159.03,GCN4,YEL009C,0.000459046,0.000459046,0.284687964,0.252205413,0.329435779
dUDP,387,RPH1,YER169W,-0.000444977,0.000444977,-0.910302432,1.59E-07,5.41E-06
Deoxycytidine,226.08,RDS1,YCR106W,0.000439642,0.000439642,-0.496249093,0.03620062,0.065802243
L-Citrulline,174.09,STB4,YMR019W,-0.000437423,0.000437423,-0.733199672,0.000536109,0.002095099
L-Proline,114.06,UGA3,YDL170W,0.000424676,0.000424676,0.603826976,0.007963768,0.019486249
4-Aminobutanoate,102.06,YAP3,YHL009C,0.000424654,0.000424654,-0.187672262,0.455831277,0.525705233
L-Saccharopine,275.12,SIP4,YJL089W,0.000412077,0.000412077,0.744415824,0.000395346,0.001656813
4-Aminobutanoate,102.06,TYE7,YOR344C,-0.000402922,0.000402922,-0.272087576,0.274715042,0.35233587
2-Oxoadipate,159.03,UGA3,YDL170W,-0.000402227,0.000402227,0.026918538,0.915562355,0.931154689
2-Oxoadipate,159.03,YOX1,YML027W,0.000395238,0.000395238,0.18999428,0.450172781,0.520121031
4-Aminobutanoate,102.06,RLM1,YPL089C,-0.000390095,0.000390095,-0.302375752,0.222625868,0.297717309
Pyruvate,87.01,HAP3,YBL021C,0.000388764,0.000388764,0.534873583,0.022189126,0.043714865
Hypoxanthine,135.03,XBP1,YIL101C,-0.000387734,0.000387734,-0.268997852,0.2804175,0.357490222
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,TYE7,YOR344C,0.000385963,0.000385963,0.740553063,0.000439813,0.00179975
L-Saccharopine,275.12,OPI1,YHL020C,-0.000363779,0.000363779,-0.806529332,5.27E-05,0.00036768
Xanthosine 5-phosphate,363.03,YAP1,YML007W,0.000361228,0.000361228,0.242154692,0.332978527,0.406855477
Deoxycytidine,226.08,RFX1,YLR176C,-0.00035506,0.00035506,-0.684707005,0.001718851,0.005624527
Dethiobiotin,213.12,BAS1,YKR099W,-0.000348544,0.000348544,0.256597428,0.304027386,0.382990333
Pyruvate,87.01,LEU3,YLR451W,-0.000346326,0.000346326,-0.289397756,0.244099242,0.319940776
Inosine,267.07,ASH1,YKL185W,-0.000340371,0.000340371,-0.198180764,0.430513171,0.501361152
4-Aminobutanoate,102.06,GCN4,YEL009C,-0.00032817,0.00032817,0.269842922,0.278850668,0.356205633
"But-1-ene-1,2,4-tricarboxylate",187.02,SPT23,YKL020C,-0.000327253,0.000327253,-0.788540643,0.000101012,0.00060135
gamma-Amino-gamma-cyanobutanoate,127.05,INO4,YOL108C,-0.000311315,0.000311315,-0.87984884,1.49E-06,2.35E-05
Dethiobiotin,213.12,OPI1,YHL020C,-0.00031028,0.00031028,-0.544577082,0.019450696,0.03925056
L-Saccharopine,275.12,ASH1,YKL185W,-0.000286199,0.000286199,-0.792123505,8.92E-05,0.00055156
Xanthine,151.03,GZF3,YJL110C,0.000281275,0.000281275,0.245570093,0.325991833,0.400267585
NAD,662.1,STE12,YHR084W,-0.0002637,0.0002637,-0.852574085,6.99E-06,7.34E-05
NAD,662.1,GAL4,YPL248C,0.000252645,0.000252645,0.269135158,0.280162557,0.357403636
NAD,662.1,SMP1,YBR182C,-0.000250968,0.000250968,0.249496466,0.318067089,0.393669823
4-Aminobutanoate,102.06,PUT3,YKL015W,-0.000230305,0.000230305,-0.28832055,0.24593851,0.322130563
L-Citrulline,174.09,SKO1,YNL167C,-0.000229761,0.000229761,-0.665061617,0.002598396,0.007957588
L-Citrulline,174.09,TEC1,YBR083W,-0.000226668,0.000226668,-0.72179923,0.000719978,0.002626861
NAD,662.1,GCN4,YEL009C,-0.0002149,0.0002149,-0.829252484,2.09E-05,0.000177873
dUDP,387,RGT1,YKL038W,-0.00020533,0.00020533,-0.920248384,6.39E-08,4.36E-06
gamma-Amino-gamma-cyanobutanoate,127.05,SOK2,YMR016C,-0.00020454,0.00020454,-0.87984884,1.49E-06,2.35E-05
gamma-Amino-gamma-cyanobutanoate,127.05,MSN2,YMR037C,-0.000202748,0.000202748,-0.87984884,1.49E-06,2.35E-05
Xanthine,151.03,XBP1,YIL101C,-0.000202131,0.000202131,-0.21211162,0.398119432,0.471379328
Xanthosine 5-phosphate,363.03,HAP4,YKL109W,0.000200878,0.000200878,0.363517928,0.138117769,0.20318942
Hypoxanthine,135.03,SNT2,YGL131C,-0.000191417,0.000191417,-0.244503872,0.328163641,0.40200046
Pyruvate,87.01,PUT3,YKL015W,0.000189506,0.000189506,0.396794136,0.103029432,0.158044821
Fumarate,115,ACE2,YLR131C,-0.000179894,0.000179894,0.455893772,0.057243971,0.096296856
L-Proline,114.06,YAP5,YIR018W,-0.000179746,0.000179746,-0.600480016,0.008413374,0.020377641
4-Aminobutanoate,102.06,ARR1,YPR199C,0.000175031,0.000175031,0.262795683,0.292081547,0.369647574
NAD,662.1,YOX1,YML027W,-0.000173771,0.000173771,-0.782556062,0.000123731,0.000696614
Hypoxanthine,135.03,AZF1,YOR113W,-0.00017153,0.00017153,-0.2706119,0.277429597,0.354855266
NAD,662.1,DAL80,YKR034W,0.000166229,0.000166229,-0.42398468,0.079517486,0.127055114
gamma-Amino-gamma-cyanobutanoate,127.05,INO2,YDR123C,-0.000158893,0.000158893,-0.87984884,1.49E-06,2.35E-05
NAD,662.1,GLN3,YER040W,-0.000156513,0.000156513,-0.926017804,3.57E-08,3.39E-06
Ornithine,131.08,RAP1,YNL216W,0.000150366,0.000150366,0.782972196,0.000122022,0.000689896
Pyruvate,87.01,GZF3,YJL110C,0.000149598,0.000149598,0.321063527,0.193914787,0.264693685
NAD,662.1,SKO1,YNL167C,-0.000141801,0.000141801,-0.781315223,0.000128946,0.000714251
4-Aminobutanoate,102.06,HAP1,YLR256W,-0.000138575,0.000138575,-0.279869852,0.26067112,0.339103139
"But-1-ene-1,2,4-tricarboxylate",187.02,SMP1,YBR182C,-0.000134881,0.000134881,0.369836595,0.130891876,0.193902617
Xanthosine 5-phosphate,363.03,ARR1,YPR199C,0.000128366,0.000128366,0.136545183,0.589014925,0.64504729
L-Saccharopine,275.12,RLM1,YPL089C,-0.000127524,0.000127524,0.297277146,0.23091118,0.305536831
Inosine,267.07,ABF1,YKL112W,-0.000126192,0.000126192,0.142973113,0.571422987,0.630843055
dUDP,387,CBF1,YJR060W,0.000118117,0.000118117,0.719323845,0.000766173,0.002773025
Fumarate,115,YAP7,YOL028C,-0.000111789,0.000111789,0.355627087,0.147525013,0.213900076
Xanthosine 5-phosphate,363.03,GCN4,YEL009C,0.000103957,0.000103957,0.512393073,0.029694982,0.055798536
Dethiobiotin,213.12,GCR1,YPL075W,-0.000102833,0.000102833,0.355837043,0.147269137,0.213691208
2-Oxoadipate,159.03,PDR1,YGL013C,-9.83E-05,9.83E-05,-0.048941504,0.847077165,0.873880994
Xanthosine 5-phosphate,363.03,HAP3,YBL021C,-9.67E-05,9.67E-05,0.103177925,0.683706281,0.73320017
Fumarate,115,RIM101,YHL027W,8.99E-05,8.99E-05,0.320709803,0.194434231,0.265213287
"But-1-ene-1,2,4-tricarboxylate",187.02,TEC1,YBR083W,-8.60E-05,8.60E-05,-0.708904478,0.000988674,0.00345417
O-Phospho-L-serine,184,SWI4,YER111C,8.50E-05,8.50E-05,0.514746154,0.028827974,0.054329643
NAD,662.1,CRZ1,YNL027W,8.42E-05,8.42E-05,-0.427997483,0.076413478,0.123021194
4-Aminobutanoate,102.06,MOT3,YMR070W,-8.07E-05,8.07E-05,0.172289182,0.494212398,0.560498453
Xanthine,151.03,HSF1,YGL073W,7.95E-05,7.95E-05,0.482604772,0.042508488,0.075008053
Pyruvate,87.01,TEC1,YBR083W,7.87E-05,7.87E-05,0.579502822,0.01171862,0.026100562
Deoxycytidine,226.08,SIP4,YJL089W,7.50E-05,7.50E-05,0.453022549,0.059030443,0.098953663
Deoxycytidine,226.08,SKO1,YNL167C,-7.18E-05,7.18E-05,-0.503428744,0.033184451,0.061370111
L-Saccharopine,275.12,ECM22,YLR228C,7.03E-05,7.03E-05,-0.52159486,0.026415959,0.050531429
2-Oxoadipate,159.03,CRZ1,YNL027W,-6.75E-05,6.75E-05,-0.182334206,0.468975212,0.536534939
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SFP1,YLR403W,6.66E-05,6.66E-05,0.904848939,2.50E-07,7.82E-06
L-Citrulline,174.09,YAP5,YIR018W,5.34E-05,5.34E-05,0.607142567,0.007537683,0.018658696
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,CRZ1,YNL027W,5.00E-05,5.00E-05,-0.345907304,0.15970819,0.227933048
L-Proline,114.06,SKN7,YHR206W,4.58E-05,4.58E-05,0.528859443,0.024032333,0.04681528
2-Oxoadipate,159.03,RPN4,YDL020C,-4.28E-05,4.28E-05,0.254697056,0.307747722,0.386598566
Dethiobiotin,213.12,DAL82,YNL314W,3.86E-05,3.86E-05,-0.30406515,0.219923505,0.294928996
Fumarate,115,CRZ1,YNL027W,-3.50E-05,3.50E-05,0.133603615,0.597139812,0.65319644
L-Proline,114.06,ASH1,YKL185W,3.40E-05,3.40E-05,0.821025998,2.97E-05,0.000230609
NAD,662.1,PHD1,YKL043W,-3.21E-05,3.21E-05,0.717188886,0.000807979,0.0028992
2-Oxoadipate,159.03,SKO1,YNL167C,-2.86E-05,2.86E-05,0.120413765,0.634121163,0.686186604
L-Citrulline,174.09,HSF1,YGL073W,2.63E-05,2.63E-05,0.737902653,0.000472692,0.001905725
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RPH1,YER169W,-2.49E-05,2.49E-05,-0.880144141,1.46E-06,2.35E-05
Xanthosine 5-phosphate,363.03,TYE7,YOR344C,-2.34E-05,2.34E-05,-0.258738259,0.299868755,0.378000785
gamma-Amino-gamma-cyanobutanoate,127.05,HAP5,YOR358W,-2.23E-05,2.23E-05,-0.85865964,5.09E-06,5.76E-05
Hypoxanthine,135.03,PHD1,YKL043W,2.07E-05,2.07E-05,0.00934534,0.970642084,0.974722555
"But-1-ene-1,2,4-tricarboxylate",187.02,DAL80,YKR034W,-1.29E-05,1.29E-05,-0.381862454,0.117878261,0.177234742
gamma-Amino-gamma-cyanobutanoate,127.05,SKN7,YHR206W,-6.30E-06,6.30E-06,-0.606296102,0.00764467,0.01887463
dUDP,387,YAP7,YOL028C,-5.66E-06,5.66E-06,-0.667538084,0.002470504,0.007611176
Xanthine,151.03,UME6,YDR207C,-4.96E-06,4.96E-06,-0.363287898,0.138385948,0.203351068
Hypoxanthine,135.03,SKO1,YNL167C,-2.21E-06,2.21E-06,-0.358749241,0.143751529,0.209701658
NAD,662.1,RGT1,YKL038W,0,0,-0.928854825,2.64E-08,3.24E-06
Pyruvate,87.01,SOK2,YMR016C,0,0,0.575078884,0.012532834,0.027592449
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,UGA3,YDL170W,0,0,-0.690540969,0.001511352,0.004988244
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,NRG1,YDR043C,0,0,-0.830429004,1.99E-05,0.000172023
Fumarate,115,YAP6,YDR259C,0,0,-0.551336027,0.017705924,0.036265831
Pyruvate,87.01,ACE2,YLR131C,0,0,0.481381527,0.043112445,0.075863611
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SWI5,YDR146C,0,0,-0.654511442,0.003205854,0.009454301
Fumarate,115,HAP4,YKL109W,0,0,0.60265848,0.008118478,0.019763581
Pyruvate,87.01,CHA4,YLR098C,0,0,0.405548883,0.094974747,0.146960924
Fumarate,115,ASH1,YKL185W,0,0,0.604212849,0.007913203,0.019387348
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,MET32,YDR253C,0,0,0.781534479,0.000128012,0.000712248
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,YAP6,YDR259C,0,0,0.790696694,9.37E-05,0.000566267
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SUM1,YDR310C,0,0,-0.748688371,0.000350622,0.001509095
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,CAD1,YDR423C,0,0,-0.375430692,0.12471899,0.185782311
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,YHP1,YDR451C,0,0,-0.725164837,0.000660922,0.00245247
4-Aminobutanoate,102.06,SWI5,YDR146C,0,0,0.228467864,0.36184104,0.43352867
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,STP1,YDR463W,0,0,-0.856708422,5.64E-06,6.13E-05
Fumarate,115,PHD1,YKL043W,0,0,-0.264032177,0.289733024,0.366918363
Pyruvate,87.01,DAL80,YKR034W,0,0,0.056644196,0.823343664,0.853912819
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SWI4,YER111C,0,0,-0.779102224,0.00013871,0.00075489
Pyruvate,87.01,RFX1,YLR176C,0,0,0.651465313,0.003401421,0.009893632
NAD,662.1,STB5,YHR178W,0,0,-0.915240818,1.02E-07,4.74E-06
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,MBP1,YDL056W,0,0,-0.870763646,2.59E-06,3.39E-05
Fumarate,115,RFX1,YLR176C,0,0,0.637520258,0.00442574,0.012383002
L-Saccharopine,275.12,AFT2,YPL202C,0,0,-0.667789845,0.002457798,0.007587808
Fumarate,115,SWI5,YDR146C,0,0,0.420250749,0.082487895,0.130816903
4-Aminobutanoate,102.06,NRG1,YDR043C,0,0,0.192836452,0.443295948,0.514173064
NAD,662.1,SPT23,YKL020C,0,0,-0.827639597,2.25E-05,0.000188786
L-Saccharopine,275.12,GAL4,YPL248C,0,0,0.236514446,0.344705612,0.418242809
Fumarate,115,YOX1,YML027W,0,0,0.304609846,0.219056758,0.293972938
4-Aminobutanoate,102.06,ZAP1,YJL056C,0,0,0.26561221,0.286748758,0.36362102
Fumarate,115,SFP1,YLR403W,0,0,-0.639929761,0.004232734,0.011965613
Fumarate,115,HAP1,YLR256W,0,0,-0.5947862,0.009225063,0.021891719
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,FKH2,YNL068C,0,0,0.887132178,9.24E-07,1.88E-05
L-Saccharopine,275.12,GCR1,YPL075W,0,0,0.686193627,0.001663863,0.005472706
4-Aminobutanoate,102.06,GZF3,YJL110C,0,0,0.298111689,0.229541696,0.30479811
4-Aminobutanoate,102.06,SUM1,YDR310C,0,0,0.225205343,0.368923385,0.440632868
Fumarate,115,CHA4,YLR098C,0,0,0.50327697,0.033246136,0.061370111
Fumarate,115,DAL80,YKR034W,0,0,0.198175697,0.430525196,0.501361152
Pyruvate,87.01,SFP1,YLR403W,0,0,-0.592558211,0.009559313,0.022497348
Fumarate,115,MET32,YDR253C,0,0,-0.396687735,0.103130241,0.158044821
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SPT2,YER161C,0,0,-0.765386061,0.000214285,0.001049995
4-Aminobutanoate,102.06,INO2,YDR123C,0,0,0.253264706,0.310569701,0.387401239
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RPN4,YDL020C,0,0,-0.798578619,7.08E-05,0.000458821
Pyruvate,87.01,HAP1,YLR256W,0,0,-0.490337179,0.038838732,0.069690908
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,YOX1,YML027W,0,0,-0.672378082,0.002235497,0.007037032
Pyruvate,87.01,ASH1,YKL185W,0,0,0.680089258,0.00189933,0.006079765
Fumarate,115,SWI4,YER111C,0,0,0.496439543,0.036117987,0.065802243
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,GZF3,YJL110C,0,0,-0.38055891,0.119242731,0.17872381
NAD,662.1,YAP5,YIR018W,0,0,0.610293131,0.007150051,0.01783779
Fumarate,115,HSF1,YGL073W,0,0,-0.631173217,0.004968749,0.01358409
