strain	growth	sd
YOL015W	1.076187	0.015995
YOL016C	1.06297	0.007486
YOL017W	1.017739	0.005604
YOL018C	0.826449	0.010802
YOL019W	1.044768	0.007822
YOL019W-A	0.992904	0.012699
YOL020W	1.010458	0.00826
YOL021C_damp	1.022257	0.007861
YOL022C_damp	0.960277	0.006174
YOL023W	0.746893	0.027424
YOL023W_damp	0.981126	0.008346
YOL024W	1.014611	0.009006
YOL025W	0.994671	0.009387
YOL026C_damp	0.732024	0.014138
YOL027C	0.889453	0.01359
YOL028C	1.041428	0.011421
YOL029C	1.025979	0.010712
YOL030W	1.030861	0.007888
YOL031C	1.063819	0.010729
YOL032W	1.036628	0.006834
YOL033W	0.223957	0.036525
YOL033W_damp	1.005268	0.005947
YOL034W_damp	1.01875	0.010114
YOL034W_tsq727	0.971001	0.007342
YOL035C	0.945774	0.019445
YOL036W	1.000115	0.010281
YOL037C	0.99879	0.012405
YOL038C-A	1.027456	0.008165
YOL038W_damp	0.763308	0.015147
YOL039W	0.977447	0.008619
YOL041C	0.667348	0.024112
YOL042W	1.052974	0.01007
YOL043C	1.023673	0.006911
YOL044W	0.89162	0.008931
YOL045W	1.01748	0.00649
YOL046C	0.966522	0.015222
YOL047C	1.000525	0.008452
YOL048C	1.033787	0.01425
YOL049W	0.925199	0.005973
YOL050C	0.875758	0.018733
YOL051W	0.330795	0.01409
YOL052C	0.784059	0.010273
YOL052C-A	1.04533	0.008343
YOL053C-A	1.040782	0.016165
YOL053W	1.03816	0.008245
YOL054W	1.002291	0.008848
YOL055C	1.012837	0.006451
YOL056W	0.999361	0.008004
YOL057W	0.99415	0.009103
YOL059W	1.044113	0.008296
YOL060C	1.038408	0.012403
YOL061W	1.000943	0.006357
YOL062C	1.013578	0.006745
YOL063C	1.011032	0.007274
YOL064C	0.866595	0.017068
YOL065C	1.043259	0.007724
YOL066C_damp	0.919347	0.005604
YOL067C	0.729366	0.01822
YOL068C	1.003836	0.007907
YOL069W_damp	0.994021	0.007662
YOL069W_tsq755	0.987639	0.014611
YOL070C	1.006802	0.008659
YOL071W	0.959781	0.013516
YOL072W	0.59108	0.024379
YOL072W_damp	1.03148	0.006167
YOL073C	1.008406	0.008038
YOL075C	1.053202	0.013791
YOL076W	0.525643	0.025075
YOL076W_damp	0.949801	0.006786
YOL077C_damp	0.543964	0.026432
YOL077W-A	1.109035	0.006755
YOL078W_damp	0.990301	0.012656
YOL079W	0.977382	0.016563
YOL080C	0.989791	0.01012
YOL081W	0.890462	0.016225
YOL082W	1.033642	0.007442
YOL083W	1.046111	0.006724
YOL084W	1.025062	0.009101
YOL085C	1.071711	0.013231
YOL086C	0.962006	0.007658
YOL086W-A	1.059504	0.006401
YOL087C	0.943216	0.010227
YOL088C	0.990683	0.008727
YOL089C	0.984097	0.007826
YOL090W	0.934493	0.009678
YOL091W	1.032015	0.008787
YOL092W	1.046876	0.007059
YOL093W	1.002168	0.008973
YOL094C_tsq171	0.884973	0.007889
YOL095C	0.724173	0.038947
YOL096C	0.825963	0.040515
YOL096C_damp	1.004369	0.009622
YOL097C_damp	0.791513	0.010727
YOL098C	1.021428	0.007977
YOL099C	1.052309	0.012566
YOL100W	1.02337	0.01107
YOL100W_damp	0.973951	0.004068
YOL101C	1.028745	0.00512
YOL102C_damp	0.679718	0.01255
YOL103W	1.018204	0.010241
YOL104C	1.038018	0.010386
YOL105C	1.002468	0.011068
YOL106W	1.023558	0.013309
YOL107W	1.04348	0.007265
YOL108C	0.542181	0.039614
YOL108C_damp	0.951734	0.009316
YOL109W	1.038651	0.009474
YOL110W	0.946814	0.007474
YOL111C	1.02197	0.011613
YOL112W	1.022024	0.02654
YOL113W	1.014514	0.005266
YOL114C	1.022556	0.007116
YOL116W	1.014737	0.012817
YOL117W	1.001146	0.011876
YOL118C	1.049911	0.009789
YOL119C	0.995658	0.00923
YOL121C	0.710644	0.024869
YOL122C	0.991152	0.008256
YOL124C	1.030177	0.010346
YOL125W	1.029453	0.008409
YOL126C	1.014448	0.006907
YOL128C	1.013118	0.006689
YOL129W	0.987975	0.008488
YOL130W_damp	0.996428	0.011329
YOL131W	1.030545	0.007091
YOL132W	1.046761	0.008802
YOL133W_damp	0.621375	0.00907
YOL134C_damp	0.921299	0.009052
YOL135C_damp	0.956695	0.010967
YOL135C_tsq739	0.87521	0.0068
YOL136C	1.009796	0.006422
YOL137W	1.019375	0.00881
YOL139C_damp	0.53296	0.016555
YOL139C_tsq306	0.816795	0.011174
YOL140W	0.339226	0.015273
YOL141W	1.015316	0.013183
YOL143C	0.062585	0.005007
YOL144W_damp	1.01747	0.013705
YOL145C	0.350578	0.015353
YOL146W_damp	0.761505	0.013577
YOL147C	1.025634	0.005555
YOL148C_damp	0.930603	0.009103
YOL150C	1.038592	0.00975
YOL151W	0.995151	0.007501
YOL152W	1.019564	0.00727
YOL153C	1.012603	0.008124
YOL154W	1.042069	0.008196
YOL155C	1.04566	0.011056
YOL155W-A	1.057307	0.008571
YOL156W	1.039439	0.008429
YOL157C	1.089891	0.010095
YOL158C	0.976836	0.008883
YOL159C	1.001564	0.007195
YOL159C-A	0.994398	0.008801
YOL160W	1.006366	0.016497
YOL161C	0.995704	0.011529
YOL162W	1.02332	0.006075
YOL163W	0.997322	0.009435
YOL164W-A	1.036755	0.011662
YOL165C	1.111918	0.010637
YOL166W-A	1.034962	0.01217
YOR001W	0.470636	0.01769
YOR002W	1.002286	0.009362
YOR003W	1.039889	0.011793
YOR004W_damp	0.901663	0.007329
YOR005C	0.996796	0.008963
YOR006C	0.962221	0.009378
YOR007C	1.000156	0.010209
YOR008C	0.487761	0.046054
YOR008C-A	0.999777	0.016687
YOR009W	1.022214	0.007894
YOR010C	1.074453	0.012114
YOR011W	1.052616	0.011297
YOR011W-A	0.993701	0.009044
YOR012W	1.017279	0.008822
YOR013W	1.033904	0.017404
YOR014W	0.780119	0.026835
YOR015W	1.024153	0.011942
YOR016C	1.056697	0.007652
YOR017W	0.985546	0.010832
YOR018W	1.031931	0.009416
YOR019W	1.047026	0.010162
YOR020W-A	1.025028	0.010886
YOR021C	1.005897	0.008547
YOR022C	0.984496	0.00662
YOR023C	1.062645	0.0078
YOR024W	0.986142	0.010781
YOR025W	0.952583	0.014954
YOR026W	0.664203	0.026426
YOR026W_damp	0.951793	0.006806
YOR027W	1.036014	0.009179
YOR028C	1.088968	0.011689
YOR029W	1.029762	0.009498
YOR030W	0.818941	0.01287
YOR031W	1.004606	0.008154
YOR032C	1.017237	0.009043
YOR033C	1.04917	0.009208
YOR034C	1.029232	0.014404
YOR034C-A	1.035528	0.009915
YOR035C	0.775235	0.019137
YOR036W	0.31391	0.026948
YOR036W_damp	0.963662	0.00918
YOR037W	0.908142	0.010292
YOR038C	0.972084	0.01586
YOR039W	0.851565	0.013576
YOR040W	1.029197	0.010785
YOR041C	0.988982	0.021196
YOR042W	1.02221	0.007308
YOR043W	0.934336	0.022815
YOR044W	1.035894	0.006231
YOR045W	1.030622	0.008463
YOR047C	1.060765	0.007036
YOR048C_damp	0.965614	0.014987
YOR049C	1.001479	0.005559
YOR050C	0.99988	0.015943
YOR051C	0.965502	0.007973
YOR052C	1.04021	0.007795
YOR053W	0.97479	0.015255
YOR054C	0.950495	0.013486
YOR055W	0.996253	0.012039
YOR057W_damp	1.012249	0.009772
YOR058C	0.98245	0.01405
YOR059C	1.017277	0.006836
YOR060C_damp	0.94242	0.014584
YOR061W	0.984972	0.007518
YOR062C	0.998072	0.008816
YOR064C	1.041879	0.010493
YOR065W	0.664526	0.043043
YOR066W	0.997328	0.007274
YOR067C	1.000228	0.017284
YOR068C	0.674327	0.018871
YOR069W	0.66896	0.022348
YOR070C	0.876691	0.010318
YOR071C	1.0254	0.006836
YOR072W	0.994931	0.028125
YOR072W-B	0.949705	0.006349
YOR075W_damp	1.00547	0.008948
YOR075W_tsq212	0.963432	0.006321
YOR076C	0.96445	0.00833
YOR077W_damp	0.844016	0.009267
YOR078W	0.423131	0.049434
YOR078W_damp	0.919319	0.006133
YOR079C	1.018879	0.006419
YOR080W	0.577648	0.022162
YOR081C	1.042523	0.006809
YOR082C	0.93201	0.015969
YOR083W	0.889257	0.018395
YOR084W	1.054949	0.006948
YOR085W	0.901275	0.012088
YOR086C	0.971368	0.011541
YOR087W	0.969284	0.013655
YOR088W	0.984029	0.016708
YOR089C	0.832909	0.014922
YOR090C	1.045119	0.008404
YOR091W	1.015929	0.00818
YOR092W	1.027901	0.007205
YOR093C	1.021953	0.007298
YOR094W	1.05691	0.007544
YOR095C_damp	1.041176	0.008211
YOR096W	0.363912	0.018146
YOR096W_damp	0.542412	0.013338
YOR097C	1.061427	0.011457
YOR098C_damp	0.950185	0.010626
YOR099W	0.998981	0.006677
YOR100C	1.005768	0.005913
YOR101W	1.028461	0.009308
YOR103C_damp	0.678942	0.01154
YOR104W	1.025145	0.007647
YOR105W	1.01009	0.013271
YOR106W	0.631373	0.016837
YOR107W	1.032774	0.011687
YOR108W	1.005956	0.007499
YOR109W	0.956635	0.010946
YOR111W	1.02563	0.011825
YOR112W	1.041786	0.01078
YOR113W	0.976912	0.013655
YOR114W	0.99568	0.013593
YOR115C	0.996838	0.008324
YOR118W	1.001092	0.01153
YOR120W	1.035252	0.008363
YOR121C	0.996323	0.014875
YOR122C_tsq233	0.558525	0.015004
YOR123C	0.925218	0.018812
YOR124C	0.923963	0.027976
YOR125C	0.719025	0.033758
YOR126C	1.015462	0.008715
YOR127W	0.998489	0.009895
YOR128C	1.0359	0.0091
YOR129C	1.029976	0.010225
YOR131C	1.06098	0.02079
YOR132W	0.68409	0.020309
YOR133W	1.029997	0.008936
YOR134W	0.999216	0.009629
YOR135C	0.794346	0.038071
YOR136W	0.805481	0.01435
YOR137C	1.039941	0.015156
YOR138C	1.025023	0.014792
YOR139C	0.881305	0.026999
YOR140W	0.829416	0.030883
YOR142W	1.037277	0.007999
YOR144C	0.984274	0.011614
YOR147W	0.970705	0.013634
YOR150W	0.461969	0.079161
YOR152C	0.985916	0.014385
YOR153W	1.011934	0.012821
YOR154W	1.014141	0.00675
YOR155C	1.063246	0.009793
YOR156C	1.049429	0.007644
YOR161C	1.007476	0.010742
YOR162C	1.00611	0.00858
YOR163W	1.02068	0.008788
YOR164C	1.010162	0.010544
YOR165W	0.992287	0.008785
YOR166C	1.039622	0.013689
YOR167C	1.011823	0.012594
YOR170W	1.015269	0.012498
YOR171C	0.984487	0.009909
YOR172W	1.017943	0.011773
YOR173W	1.022159	0.009775
YOR175C	0.995384	0.009118
YOR177C	1.016249	0.011451
YOR178C	0.978242	0.00969
YOR179C	0.96501	0.01763
YOR180C	1.018903	0.010674
YOR181W_tsq230	0.591886	0.010266
YOR182C	0.692848	0.029139
YOR183W	0.731565	0.025965
YOR184W	0.912603	0.009935
YOR185C	1.037535	0.0142
YOR186W	1.025811	0.008886
YOR187W	0.419445	0.050748
YOR188W	0.988066	0.013698
YOR189W	0.969204	0.016794
YOR190W	1.040985	0.012694
YOR191W	0.989448	0.011301
YOR192C	1.033884	0.00783
YOR193W	1.024561	0.008599
YOR195W	1.012408	0.038144
YOR196C	0.750584	0.01301
YOR197W	1.019837	0.014405
YOR201C	0.5057	0.088944
YOR202W	1.034299	0.003289
YOR204W_tsq561	0.324047	0.016075
YOR205C	0.494112	0.069834
YOR208W	1.014602	0.008425
YOR209C	1.016449	0.009591
YOR211C	0.55058	0.048945
YOR213C	1.056116	0.010573
YOR214C	1.032033	0.00936
YOR215C	1.076236	0.015035
YOR216C	1.012157	0.007401
YOR219C	1.023353	0.00682
YOR220W	0.936397	0.022233
YOR221C	0.733007	0.016311
YOR222W	1.032158	0.011888
YOR223W	1.004963	0.014587
YOR225W	0.97105	0.01381
YOR226C	1.038652	0.006374
YOR227W	1.017607	0.012325
YOR228C	1.007897	0.011105
YOR229W	1.03132	0.013852
YOR230W	1.027201	0.010803
YOR231W	0.998877	0.015326
YOR233W	0.926633	0.017537
YOR235W	0.724895	0.030588
YOR237W	1.034313	0.008222
YOR238W	1.001152	0.01152
YOR239W	1.032564	0.008206
YOR240W	0.98796	0.016749
YOR241W	0.267938	0.021243
YOR242C	1.006841	0.011832
YOR243C	0.972114	0.008072
YOR244W_tsq563	0.711023	0.012508
YOR245C	1.007173	0.00968
YOR246C	0.984371	0.012482
YOR247W	1.073243	0.01297
YOR248W	0.990068	0.016653
YOR249C_tsq745	0.423215	0.013123
YOR251C	1.009429	0.006674
YOR252W	1.034598	0.015586
YOR253W	0.974324	0.018835
YOR255W	1.003585	0.017125
YOR259C_tsq260	0.583143	0.010744
YOR263C	1.007576	0.01206
YOR264W	1.05255	0.012726
YOR265W	0.984071	0.008959
YOR266W	0.984172	0.012361
YOR267C	1.0155	0.008987
YOR268C	0.974465	0.018275
YOR269W	0.936837	0.051226
YOR270C	0.592044	0.021204
YOR271C	1.024179	0.017982
YOR273C	0.990311	0.017686
YOR274W	1.024691	0.012086
YOR275C	0.826626	0.02131
YOR276W	0.977726	0.009499
YOR277C	0.953572	0.00949
YOR279C	0.989897	0.010068
YOR280C	1.026316	0.007835
YOR283W	0.985457	0.012691
YOR284W	0.987691	0.01183
YOR285W	1.014745	0.011143
YOR286W	1.05658	0.014155
YOR288C	1.02757	0.009364
YOR289W	1.01591	0.007026
YOR291W	1.029236	0.009105
YOR292C	1.003029	0.009516
YOR293W	0.477657	0.046452
YOR296W	0.981558	0.010104
YOR298C-A	0.957644	0.011347
YOR298W	0.989366	0.016419
YOR299W	0.966191	0.009126
YOR300W	1.057571	0.011928
YOR301W	1.043449	0.012665
YOR304C-A	0.987502	0.018387
YOR304W	0.969302	0.012129
YOR306C	1.002588	0.010268
YOR307C	1.036087	0.010927
YOR308C	0.971394	0.013998
YOR309C	0.743325	0.028673
YOR311C	0.947151	0.014118
YOR313C	0.993455	0.01593
YOR314W	0.985122	0.018841
YOR315W	0.958993	0.013238
YOR316C	1.025916	0.011113
YOR317W	1.043695	0.010683
YOR318C	1.077574	0.011198
YOR320C	1.044109	0.011945
YOR321W	1.060724	0.009735
YOR322C	0.932431	0.022769
YOR323C	0.094485	0.053892
YOR324C	1.035416	0.009339
YOR325W	0.984951	0.012271
YOR326W_tsq269	0.708032	0.008185
YOR326W_tsq337	0.832465	0.007045
YOR327C	0.993157	0.011938
YOR328W	1.021995	0.006337
YOR329C_damp	1.003488	0.010213
YOR330C	0.481022	0.089743
YOR330C_damp	0.952865	0.006295
YOR332W	0.387327	0.020591
YOR333C	1.006028	0.018617
YOR334W	0.991839	0.010993
YOR335C_damp	0.962561	0.009387
YOR336W_damp	0.96605	0.010523
YOR336W_tsq139	0.889241	0.006587
YOR337W	0.97195	0.006305
YOR338W	1.006419	0.009231
YOR339C	1.015147	0.004977
YOR340C_damp	0.750593	0.009067
YOR341W_damp	0.970307	0.004531
YOR341W_tsq530	0.555189	0.013606
YOR342C	1.007617	0.007411
YOR343C	1.015068	0.012097
YOR344C	0.986862	0.007219
YOR345C	1.042372	0.010545
YOR346W	1.016045	0.006105
YOR347C	1.050864	0.006925
YOR348C	0.982123	0.005628
YOR349W	1.05292	0.009397
YOR350C	0.742611	0.025413
YOR351C	0.985154	0.008598
YOR352W	1.009663	0.00605
YOR353C_damp	0.922542	0.006039
YOR354C	0.929915	0.010591
YOR355W	0.905214	0.01123
YOR356W	1.03835	0.007337
YOR357C	0.982932	0.007547
YOR358W	0.780883	0.027126
YOR359W	0.897996	0.012154
YOR360C	1.061958	0.008608
YOR361C_damp	0.788584	0.008729
YOR362C_damp	0.698532	0.014212
YOR363C	1.020499	0.00681
YOR364W	0.990128	0.015334
YOR365C	1.008094	0.00703
YOR366W	1.045226	0.011736
YOR367W	1.007127	0.006558
YOR368W	0.997683	0.007753
YOR369C	1.011441	0.015443
YOR370C_damp	1.022053	0.012911
YOR370C_tsq258	0.961847	0.009386
YOR371C	1.058083	0.008166
YOR372C_damp	0.976864	0.007046
YOR373W_damp	0.922133	0.014404
YOR374W	0.989494	0.010459
YOR375C	1.021886	0.008614
YOR376W	1.010125	0.008251
YOR376W-A	0.937203	0.01161
YOR377W	1.033649	0.007604
YOR378W	1.022173	0.010017
YOR379C	1.050206	0.018472
YOR380W	1.075161	0.011252
YOR381W	1.027118	0.005908
YOR381W-A	0.998799	0.007899
YOR382W	1.021594	0.009581
YOR383C	1.046326	0.005504
YOR384W	1.014314	0.008263
YOR385W	1.045802	0.0083
YOR386W	1.078409	0.012449
YOR388C	1.015655	0.007338
YOR389W	0.999809	0.009437
YOR390W	0.996906	0.006894
YOR391C	1.011518	0.007599
YOR393W	1.021307	0.00579
YOR394C-A	1.033375	0.006497
YOR394W	1.052567	0.00826
YOR396W	1.031795	0.00748
YPL001W	0.990319	0.006918
YPL002C	0.240269	0.028439
YPL002C_damp	0.969791	0.005009
YPL003W	0.99673	0.006532
YPL004C	1.053975	0.008807
YPL005W	0.638073	0.032408
YPL005W_damp	0.995397	0.009357
YPL006W	0.995744	0.008198
YPL007C_damp	1.009979	0.012091
YPL008W	0.983204	0.013621
YPL009C	1.020741	0.008735
YPL010W_damp	0.514977	0.018688
YPL011C_damp	0.979814	0.007114
YPL012W_damp	1.048318	0.010386
YPL013C	0.482626	0.089445
YPL013C_damp	0.844969	0.013434
YPL014W	1.04887	0.009416
YPL015C	1.025151	0.008004
YPL016W_damp	0.988115	0.004835
YPL017C	1.001733	0.006302
YPL018W	1.022548	0.009763
YPL019C	1.075796	0.00901
YPL020C_damp	1.040315	0.010609
YPL020C_tsq566	0.801321	0.015923
YPL021W	1.046221	0.005642
YPL022W	0.954275	0.014463
YPL023C	0.972778	0.006124
YPL025C	0.981262	0.018832
YPL026C	0.968154	0.008567
YPL027W	1.066936	0.008359
YPL028W_damp	0.879861	0.008249
YPL028W_tsq531	0.956411	0.006309
YPL029W	0.582286	0.039565
YPL030W	1.009971	0.010513
YPL031C	0.409385	0.025264
YPL032C	1.041799	0.007416
YPL033C	0.988167	0.010771
YPL034W	1.049788	0.009402
YPL035C	1.042891	0.013867
YPL036W	0.872272	0.020182
YPL037C	0.919472	0.009994
YPL038W	1.003173	0.00719
YPL038W-A	1.048153	0.010497
YPL039W	1.031481	0.006389
YPL040C	0.343912	0.028005
YPL040C_damp	0.960141	0.010489
YPL041C	1.009232	0.009829
YPL042C	0.382373	0.014486
YPL043W_damp	1.008625	0.010721
YPL043W_tsq660	0.809862	0.008094
YPL044C_damp	0.68535	0.015093
YPL045W	0.164342	0.019406
YPL045W_damp	1.008607	0.009644
YPL046C	1.094562	0.007432
YPL047W	0.857986	0.021851
YPL048W	0.998363	0.014389
YPL049C	0.668013	0.014086
YPL049C_damp	0.991048	0.00815
YPL050C	0.202655	0.021316
YPL050C_damp	0.964367	0.007528
YPL051W	0.992216	0.00985
YPL052W	1.016156	0.004329
YPL053C	1.03325	0.007584
YPL054W	1.00182	0.00826
YPL055C	0.798009	0.039747
YPL056C	1.008436	0.006906
YPL057C	0.888496	0.010643
YPL058C	1.09344	0.012297
YPL059W	0.12299	0.013414
YPL059W_damp	0.947434	0.007787
YPL060C-A	1.011711	0.00399
YPL060W	1.050753	0.009735
YPL061W	0.965004	0.005577
YPL062W	0.952302	0.015631
YPL063W_damp	0.966741	0.013697
YPL064C	0.98512	0.010216
YPL065W	0.347963	0.024793
YPL066W	0.977072	0.012056
YPL067C	1.067599	0.013261
YPL068C	1.001385	0.007048
YPL069C	0.680585	0.015218
YPL070W	1.016472	0.009603
YPL071C	1.026638	0.007024
YPL072W	1.012177	0.004961
YPL073C	1.017127	0.010017
YPL074W	1.067249	0.007474
YPL075W_damp	0.98345	0.005807
YPL076W_damp	1.010323	0.013234
YPL076W_tsq462	0.792608	0.010468
YPL076W_tsq463	0.783404	0.016285
YPL077C	0.970726	0.008228
YPL077C_damp	1.007849	0.005298
YPL078C	0.559857	0.063467
YPL078C_damp	0.967839	0.009005
YPL079W	0.765031	0.010721
YPL080C	0.749638	0.021433
YPL081W	1.004493	0.01013
YPL082C_damp	0.984593	0.004266
YPL083C_damp	1.012638	0.008031
YPL084W	0.283069	0.027881
YPL084W_damp	0.971276	0.012118
YPL085W_damp	0.971295	0.013343
YPL085W_tsq119	0.990888	0.007328
YPL086C	0.766104	0.01321
YPL087W	1.027104	0.008792
YPL088W	1.018307	0.007991
YPL089C	1.031723	0.007175
YPL090C	0.600561	0.030709
YPL090C_damp	0.646533	0.012171
YPL091W	1.056368	0.00768
YPL092W	1.033183	0.006616
YPL093W_damp	0.927439	0.006687
YPL094C_damp	0.955452	0.007132
YPL094C_tsq224	0.86504	0.008722
YPL095C	1.019136	0.009027
YPL096C-A	0.589969	0.019397
YPL096W	1.002708	0.008609
YPL097W	0.348736	0.041527
YPL097W_damp	0.60497	0.016174
YPL098C	0.923328	0.012259
YPL099C	0.999405	0.01255
YPL100W	0.938291	0.008713
YPL101W	0.792487	0.01208
YPL102C	0.802796	0.027289
YPL103C	1.01719	0.009704
YPL104W	0.343476	0.042974
YPL104W_damp	0.993878	0.006506
YPL105C	1.04074	0.010919
YPL106C	0.544577	0.043149
YPL106C_damp	0.982452	0.010269
YPL107W	0.973913	0.008761
YPL108W	1.034202	0.007133
YPL109C	1.015225	0.010163
YPL110C	1.034622	0.00951
YPL111W	1.031267	0.005253
YPL112C	0.972904	0.005657
YPL113C	1.017992	0.007652
YPL114W	1.026373	0.014557
YPL115C	1.001857	0.011123
YPL116W	1.019068	0.008345
YPL117C_damp	0.952648	0.008406
YPL118W	0.463258	0.081717
YPL118W_damp	0.954603	0.009441
YPL119C	1.04698	0.010186
YPL119C-A	1.023556	0.009358
YPL120W	0.915202	0.013161
YPL121C	1.042703	0.00811
YPL122C_damp	0.930206	0.011145
YPL123C	1.047115	0.009178
YPL124W_damp	0.988417	0.014069
YPL126W_damp	0.945143	0.006075
YPL127C	1.005831	0.005867
YPL128C_damp	1.006786	0.01071
YPL130W	1.107125	0.013927
YPL132W	0.780225	0.041139
YPL132W_damp	0.970913	0.008428
YPL133C	1.02047	0.013444
YPL134C	1.056546	0.007536
YPL135W	1.013513	0.006856
YPL136W	0.977054	0.012053
YPL137C	1.000739	0.00698
YPL138C	0.992176	0.008136
YPL139C	0.998291	0.00789
YPL140C	1.015522	0.007753
YPL141C	1.061411	0.010012
YPL144W	0.889181	0.009976
YPL145C	1.003127	0.009197
YPL146C_damp	0.924694	0.010727
YPL147W	1.040863	0.008809
YPL148C	0.692986	0.019233
YPL149W	1.002475	0.008006
YPL150W	0.982663	0.008271
YPL152W	0.97767	0.018176
YPL153C_damp	0.95695	0.009032
YPL154C	1.010243	0.01132
YPL155C	1.024813	0.008314
YPL156C	1.089919	0.012406
YPL157W	0.75175	0.036462
YPL158C	0.839531	0.0147
YPL159C	0.977754	0.006995
YPL160W_damp	1.054924	0.006014
YPL161C	0.824223	0.012625
YPL162C	1.007242	0.009353
YPL163C	1.019988	0.014197
YPL164C	0.996195	0.011501
YPL165C	1.018205	0.006795
YPL166W	0.986681	0.007982
YPL167C	1.022115	0.006703
YPL168W	0.973833	0.011245
YPL169C_damp	1.013556	0.013413
YPL169C_tsq816	0.536778	0.030938
YPL170W	1.016868	0.006286
YPL171C	1.050067	0.006605
YPL172C	0.676139	0.029378
YPL173W	0.451971	0.037715
YPL174C	0.754588	0.025839
YPL175W_damp	0.721246	0.014016
YPL176C	0.993693	0.007341
YPL177C	0.921936	0.016229
YPL178W	0.47125	0.031949
YPL179W	0.911232	0.010581
YPL180W	0.461969	0.025938
YPL180W_damp	0.948508	0.013393
YPL181W	1.100082	0.013855
YPL182C	1.07509	0.013534
YPL183C	0.990309	0.008231
YPL183W-A	0.826856	0.027791
YPL184C	0.849701	0.015781
YPL185W	1.002027	0.014538
YPL186C	1.083517	0.019569
YPL187W	1.023694	0.005933
YPL188W	0.150724	0.013798
YPL188W_damp	1.030265	0.010702
YPL189C-A	0.808771	0.037621
YPL189W	1.091528	0.009353
YPL190C_damp	0.973696	0.007165
YPL190C_tsq861	0.32158	0.011408
YPL191C	1.040196	0.007951
YPL192C	1.06075	0.008203
YPL193W_damp	0.988373	0.008137
YPL194W	0.999271	0.010539
YPL195W	1.017334	0.010211
YPL196W	1.025953	0.006565
YPL197C	1.023112	0.012596
YPL198W	1.022241	0.009978
YPL199C	0.998792	0.005852
YPL200W	0.992991	0.010591
YPL201C	1.039328	0.006015
YPL202C	1.025353	0.014179
YPL203W	1.061261	0.00829
YPL204W_damp	0.973	0.009918
YPL205C	0.650651	0.056881
YPL206C	1.069262	0.009907
YPL207W	1.046035	0.011636
YPL208W	1.021141	0.004968
YPL209C_damp	1.00357	0.005982
YPL210C_damp	1.000742	0.008371
YPL211W_damp	0.520169	0.032641
YPL211W_tsq114	0.48404	0.01576
YPL212C	0.982812	0.007108
YPL213W	0.468909	0.030146
YPL214C	1.039776	0.007475
YPL215W	0.69946	0.048185
YPL215W_damp	0.965974	0.008123
YPL216W	0.984456	0.009099
YPL217C_damp	1.006981	0.016914
YPL217C_tsq678	0.468689	0.010672
YPL218W_damp	0.672646	0.008329
YPL219W	1.015153	0.005032
YPL220W	0.999593	0.005025
YPL221W	1.029834	0.007439
YPL222W	1.007748	0.007178
YPL223C	1.063691	0.008129
YPL224C	1.014407	0.008412
YPL225W	0.998949	0.008895
YPL226W	0.619999	0.017713
YPL227C	1.004034	0.007163
YPL228W_damp	0.991301	0.018297
YPL228W_tsq420	0.725497	0.00638
YPL229W	1.012429	0.006364
YPL230W	1.00959	0.007013
YPL232W	1.046214	0.007835
YPL233W_damp	0.968868	0.00961
YPL233W_tsq450	0.809224	0.009131
YPL233W_tsq452	1.000949	0.00877
YPL234C	0.243538	0.029945
YPL234C_damp	0.735186	0.00868
YPL235W_damp	0.807869	0.015623
YPL236C	1.009763	0.006915
YPL237W_damp	0.641218	0.019392
YPL238C_damp	0.517139	0.020942
YPL239W	0.502317	0.028979
YPL239W_damp	0.775426	0.011948
YPL240C	1.017894	0.009616
YPL241C	1.004433	0.007674
YPL242C_damp	1.003916	0.005455
YPL243W_damp	0.982173	0.010034
YPL244C	0.996311	0.00902
YPL245W	1.006233	0.007509
YPL246C	1.058974	0.006613
YPL247C	1.04839	0.013024
YPL248C	1.046124	0.005904
YPL249C	0.980717	0.011695
YPL250C	0.959985	0.013091
YPL253C	1.014303	0.004992
YPL254W	0.282647	0.023138
YPL254W_damp	0.957113	0.013351
YPL255W_damp	1.029981	0.008843
YPL256C	1.002706	0.009563
YPL257W	0.997027	0.009237
YPL258C	1.019746	0.006974
YPL259C	0.975826	0.006934
YPL260W	0.89935	0.007615
YPL261C	0.793094	0.018811
YPL262W	0.831302	0.014998
YPL263C	0.990936	0.007048
YPL264C	0.991275	0.00673
YPL265W	1.078153	0.010876
YPL266W_damp	0.909586	0.005906
YPL267W	1.081944	0.010516
YPL268W	0.611196	0.049295
YPL268W_damp	0.997521	0.01046
YPL269W	1.027244	0.005971
YPL270W	0.865268	0.021833
YPL271W	0.178107	0.014056
YPL272C	1.024016	0.007703
YPL273W	1.037156	0.006123
YPL274W	1.050814	0.007266
YPL275W	1.022959	0.009847
YPL276W	1.063595	0.006449
YPL277C	1.043953	0.014668
YPL278C	1.044167	0.009138
YPL282C	0.988819	0.013773
YPL283C	1.126311	0.009662
YPR001W	1.051754	0.012975
YPR002W	1.027569	0.008731
YPR003C	1.062215	0.010003
YPR004C	1.020835	0.00649
YPR005C	1.001999	0.006493
YPR006C	1.05662	0.01222
YPR007C	1.00884	0.009725
YPR008W	1.01428	0.009256
YPR009W	1.034537	0.006182
YPR010C_damp	1.008038	0.007102
YPR011C	1.023916	0.005894
YPR012W	1.013661	0.012893
YPR013C	1.083978	0.009176
YPR014C	0.966116	0.016395
YPR015C	1.014318	0.006194
YPR016C_damp	0.700872	0.010437
